"Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Segmentation"
"Male","No",32,"No","Healthcare",0,"Low",4,"B"
"Female","No",49,"Yes","Marketing",0,"Low",5,"A"
"Male","No",35,"Yes","Artist",8,"Low",1,"A"
"Male","No",30,"Yes","Marketing",12,"Low",4,"B"
"Female","No",35,"Yes","Artist",5,"Low",1,"A"
"Male","Yes",28,"No","Doctor",0,"Low",5,"B"
"Male","No",30,"","Marketing",8,"Low",1,"A"
"Male","Yes",39,"Yes","Healthcare",1,"Average",2,"B"
"Male","No",39,"Yes","Entertainment",1,"Low",8,"A"
"Female","Yes",26,"Yes","Engineer",6,"High",7,"B"
"Female","No",26,"Yes","Homemaker",9,"Low",NA,"B"
"Male","No",21,"No","Healthcare",1,"Low",3,"B"
"Female","No",45,"Yes","Artist",1,"Low",1,"A"
"Female","Yes",27,"Yes","Healthcare",9,"High",2,"B"
"Male","Yes",47,"No","Executive",0,"Low",7,"A"
"Male","No",32,"No","Healthcare",0,"Low",7,"B"
"Male","Yes",41,"No","Executive",6,"High",3,"A"
"Female","Yes",50,"Yes","Artist",9,"Average",4,"A"
"Male","Yes",69,"No","Executive",NA,"Low",4,"B"
"Female","No",45,"No","Entertainment",8,"Low",2,"A"
"Male","No",26,"No","Doctor",1,"Low",3,"B"
"Female","No",38,"Yes","Marketing",8,"Low",3,"B"
"Female","No",26,"Yes","Healthcare",0,"Low",NA,"B"
"Female","No",30,"No","Doctor",NA,"Low",3,"B"
"Female","Yes",35,"","",8,"Average",4,"A"
"Male","No",20,"No","Healthcare",1,"Low",3,"B"
"Male","No",19,"No","Healthcare",5,"Low",4,"B"
"Male","No",31,"Yes","Artist",NA,"Low",6,"A"
"Male","No",22,"No","Marketing",0,"Low",3,"B"
"Male","Yes",27,"Yes","Homemaker",9,"Low",NA,"B"
"Female","No",28,"No","Homemaker",8,"Low",NA,"B"
"Male","No",25,"Yes","Healthcare",1,"Low",4,"B"
"Female","Yes",40,"No","Engineer",0,"Low",3,"A"
"Female","Yes",53,"Yes","Artist",1,"Low",2,"A"
"Female","No",32,"Yes","Artist",9,"Low",1,"A"
"Male","No",48,"Yes","Engineer",0,"Low",1,"A"
"Female","No",35,"Yes","Artist",8,"Low",NA,"A"
"Female","No",20,"No","Healthcare",4,"Low",3,"B"
"Male","No",20,"No","Healthcare",0,"Low",3,"B"
"Male","Yes",39,"No","Executive",1,"High",7,"B"
"Male","Yes",42,"Yes","Entertainment",NA,"Low",3,"B"
"Female","No",35,"No","Engineer",1,"Low",1,"A"
"Male","No",42,"Yes","Artist",1,"Low",2,"A"
"Male","No",35,"Yes","Artist",5,"Low",2,"A"
"Female","No",27,"No","Healthcare",0,"Low",3,"A"
"Male","No",33,"No","Entertainment",6,"Low",2,"B"
"Female","No",32,"Yes","Artist",9,"Low",1,"B"
"Female","No",35,"No","Entertainment",4,"Low",2,"B"
"Male","No",22,"No","Healthcare",0,"Low",9,"B"
"Male","Yes",82,"Yes","Lawyer",1,"High",2,"A"
"Female","No",29,"No","Marketing",9,"Low",4,"A"
"Male","No",32,"Yes","Healthcare",0,"Low",6,"B"
"Male","No",26,"Yes","Entertainment",5,"Low",4,"B"
"Male","Yes",39,"Yes","Entertainment",0,"Average",4,"A"
"Female","No",43,"Yes","Artist",0,"Low",1,"A"
"Male","No",51,"No","Entertainment",1,"Low",1,"A"
"Male","No",20,"No","Healthcare",NA,"Low",4,"B"
"Female","No",36,"Yes","Entertainment",NA,"Low",1,"A"
"Female","Yes",39,"No","Engineer",NA,"Average",6,"B"
"Male","Yes",46,"Yes","Artist",1,"Low",1,"A"
"Female","Yes",26,"No","Homemaker",NA,"Low",4,"B"
"Male","No",26,"No","Healthcare",0,"Low",7,"A"
"Female","No",37,"Yes","Engineer",7,"Low",NA,"A"
"Male","No",19,"No","Doctor",NA,"Low",5,"B"
"Male","No",22,"No","Healthcare",1,"Low",4,"B"
"Male","Yes",27,"No","Engineer",6,"Low",3,"B"
"Male","",57,"Yes","Artist",3,"High",3,"B"
"Male","Yes",37,"No","Entertainment",0,"Average",4,"B"
"Male","No",35,"Yes","Entertainment",0,"Low",3,"A"
"Female","No",26,"Yes","Artist",1,"Low",3,"A"
"Male","No",31,"Yes","Doctor",1,"Low",2,"A"
"Female","No",53,"Yes","Artist",1,"Low",NA,"B"
"Male","Yes",65,"Yes","Lawyer",0,"Low",1,"B"
"Male","No",23,"No","Healthcare",7,"Low",3,"B"
"Female","No",32,"No","Homemaker",9,"Low",1,"B"
"Female","No",21,"No","Healthcare",0,"Low",5,"B"
"Male","Yes",25,"Yes","Entertainment",1,"Average",2,"A"
"Male","No",25,"No","Executive",3,"Low",1,"A"
"Male","Yes",66,"Yes","Executive",1,"Low",2,"A"
"Female","No",42,"Yes","Artist",1,"Low",2,"A"
"Female","No",36,"No","Engineer",0,"Low",1,"A"
"Female","Yes",35,"No","Entertainment",10,"Low",2,"A"
"Male","Yes",49,"Yes","Entertainment",0,"Low",1,"A"
"Female","No",51,"Yes","Entertainment",0,"Low",1,"A"
"Male","No",40,"Yes","Artist",5,"Low",2,"A"
"Female","",49,"No","Healthcare",2,"Average",2,"B"
"Male","No",27,"Yes","Healthcare",4,"Low",2,"B"
"Male","No",37,"Yes","Artist",9,"Low",1,"A"
"Female","No",40,"No","Healthcare",8,"Low",3,"B"
"Male","No",23,"No","Healthcare",1,"Low",5,"B"
"Female","No",22,"No","Healthcare",1,"Low",7,"B"
"Male","Yes",26,"Yes","Marketing",0,"Low",2,"B"
"Female","No",55,"Yes","Entertainment",1,"Low",1,"A"
"Female","Yes",83,"Yes","Artist",NA,"High",2,"A"
"Male","Yes",73,"No","Executive",0,"High",3,"A"
"Male","Yes",45,"No","Doctor",9,"High",4,"B"
"Male","No",28,"Yes","Healthcare",1,"Low",4,"B"
"Male","No",25,"No","Marketing",0,"Low",2,"A"
"Male","Yes",61,"Yes","Entertainment",11,"Average",3,"A"
"Female","No",27,"Yes","Artist",1,"Low",4,"B"
"Male","No",40,"Yes","Artist",1,"Low",4,"A"
"Male","Yes",40,"Yes","Healthcare",6,"High",2,"A"
"Male","Yes",32,"No","Entertainment",5,"Low",2,"A"
"Male","Yes",32,"Yes","Doctor",0,"Average",2,"B"
"Male","No",29,"No","Entertainment",1,"Low",5,"B"
"Male","No",43,"Yes","Entertainment",0,"Low",5,"A"
"Male","No",31,"No","Artist",1,"Low",NA,"A"
"Male","Yes",61,"Yes","Healthcare",1,"Low",4,"B"
"Female","No",26,"No","Homemaker",8,"Low",1,"B"
"Female","No",23,"No","Healthcare",0,"Low",4,"B"
"Female","No",37,"Yes","Artist",9,"Low",1,"A"
"Male","Yes",28,"Yes","Doctor",NA,"Low",2,"B"
"Male","Yes",70,"No","Marketing",1,"Low",2,"A"
"Female","No",19,"No","Doctor",1,"Low",4,"B"
"Male","Yes",48,"No","",1,"Average",4,"A"
"Male","",56,"Yes","Artist",0,"Average",5,"A"
"Male","No",30,"Yes","Entertainment",1,"Low",3,"B"
"Female","No",33,"Yes","Doctor",0,"Low",3,"B"
"Male","Yes",25,"No","Entertainment",2,"Low",2,"A"
"Male","No",30,"Yes","Entertainment",0,"Low",3,"B"
"Female","No",31,"No","Engineer",0,"Low",1,"B"
"Female","No",31,"Yes","Engineer",9,"Low",3,"B"
"Male","Yes",42,"No","Entertainment",0,"Low",3,"A"
"Female","Yes",46,"Yes","Artist",1,"Average",2,"A"
"Male","No",25,"Yes","Healthcare",8,"Low",4,"B"
"Male","No",32,"No","",0,"Low",5,"A"
"Male","No",21,"No","",7,"Low",NA,"B"
"Female","No",26,"Yes","Healthcare",1,"Low",2,"B"
"Male","No",22,"No","Healthcare",NA,"Low",NA,"B"
"Male","No",20,"No","Healthcare",0,"Low",4,"B"
"Female","Yes",84,"Yes","Artist",1,"High",2,"A"
"Male","No",37,"Yes","Entertainment",9,"Low",1,"B"
"Male","Yes",31,"No","Engineer",5,"Average",3,"A"
"Male","No",26,"No","Entertainment",1,"Low",3,"B"
"Male","Yes",41,"Yes","Entertainment",2,"Average",3,"B"
"Female","Yes",28,"No","Engineer",6,"Low",3,"A"
"Male","No",20,"No","Healthcare",0,"Low",4,"B"
"Male","No",23,"No","Healthcare",0,"Low",4,"B"
"Male","No",41,"Yes","Artist",4,"Low",1,"A"
"Male","Yes",78,"No","Lawyer",1,"High",2,"A"
"Female","No",43,"Yes","Engineer",0,"Low",1,"A"
"Male","Yes",49,"Yes","Entertainment",1,"Average",3,"A"
"Female","No",33,"Yes","Healthcare",7,"Low",2,"B"
"Female","No",28,"Yes","Marketing",2,"Low",3,"B"
"Male","No",20,"No","Healthcare",NA,"Low",5,"B"
"Male","",80,"No","Lawyer",0,"Low",1,"A"
"Male","Yes",72,"Yes","Entertainment",7,"Low",2,"A"
"Female","No",30,"No","Entertainment",1,"Low",4,"B"
"Male","No",33,"Yes","Marketing",0,"Low",4,"B"
"Male","No",26,"Yes","Artist",NA,"Low",NA,"A"
"Male","Yes",38,"No","Executive",5,"High",3,"A"
"Female","Yes",79,"No","Lawyer",1,"High",3,"A"
"Female","No",38,"Yes","Marketing",9,"Low",4,"B"
"Male","Yes",73,"No","Homemaker",2,"Low",1,"A"
"Female","No",22,"No","Healthcare",0,"Low",7,"B"
"Male","Yes",42,"No","Marketing",1,"Low",3,"A"
"Male","No",18,"No","Healthcare",0,"Low",3,"B"
"Female","No",60,"Yes","Engineer",1,"Low",1,"A"
"Male","No",22,"No","Healthcare",9,"Low",5,"B"
"Male","No",18,"No","Healthcare",3,"Low",5,"B"
"Male","No",19,"No","Healthcare",7,"Low",5,"B"
"Female","No",30,"No","Artist",7,"Low",1,"A"
"Male","No",23,"No","Healthcare",4,"Low",5,"B"
"Male","No",23,"No","Healthcare",1,"Low",7,"B"
"Male","Yes",39,"Yes","Artist",9,"Low",1,"A"
"Female","No",56,"Yes","Artist",0,"Low",1,"A"
"Female","Yes",71,"No","Engineer",1,"High",4,"A"
"Male","Yes",84,"No","Lawyer",1,"Low",1,"A"
"Male","Yes",42,"Yes","Artist",6,"Low",4,"A"
"Male","Yes",42,"Yes","Engineer",1,"Low",2,"A"
"Female","Yes",88,"Yes","Lawyer",1,"Low",1,"B"
"Male","Yes",35,"Yes","Entertainment",8,"Average",NA,"B"
"Male","No",30,"No","Healthcare",0,"Low",5,"B"
"Male","Yes",30,"No","Doctor",11,"Average",2,"A"
"Female","Yes",36,"No","Entertainment",1,"High",3,"A"
"Female","Yes",47,"Yes","",2,"Low",1,"B"
"Male","Yes",63,"Yes","Entertainment",1,"Low",1,"A"
"Male","No",26,"No","Executive",2,"Low",2,"B"
"Male","Yes",37,"No","Doctor",4,"Average",2,"A"
"Female","Yes",26,"No","Doctor",1,"Average",2,"B"
"Male","Yes",37,"No","Entertainment",0,"Low",5,"A"
"Female","No",55,"Yes","Artist",1,"Low",1,"A"
"Male","Yes",30,"Yes","Healthcare",NA,"Low",6,"A"
"Male","No",63,"Yes","Artist",0,"Low",1,"A"
"Female","No",28,"Yes","Doctor",12,"Low",2,"B"
"Female","No",20,"No","Healthcare",0,"Low",5,"B"
"Male","Yes",49,"No","Healthcare",0,"Low",7,"B"
"Female","No",31,"No","",8,"Low",3,"B"
"Male","No",30,"Yes","Entertainment",14,"Low",1,"B"
"Female","",21,"No","Healthcare",NA,"Low",4,"B"
"Female","No",25,"Yes","Engineer",8,"Low",2,"A"
"Female","No",33,"Yes","Entertainment",11,"Low",3,"A"
"Male","Yes",35,"Yes","Artist",1,"Average",2,"A"
"Male","No",19,"No","Healthcare",1,"Low",5,"B"
"Female","Yes",25,"No","Marketing",0,"High",5,"B"
"Male","Yes",20,"","Marketing",1,"Average",3,"A"
"Female","No",33,"Yes","Doctor",9,"Low",2,"A"
"Female","Yes",38,"Yes","Engineer",0,"Low",1,"B"
"Male","No",87,"No","Lawyer",1,"Low",1,"A"
"Male","No",50,"No","Doctor",9,"Low",3,"B"
"Female","Yes",33,"No","Entertainment",1,"Low",2,"A"
"Female","Yes",37,"Yes","Doctor",0,"Low",2,"A"
"Female","No",29,"No","Engineer",0,"Low",5,"A"
"Female","Yes",68,"No","Engineer",0,"Low",1,"A"
"Male","Yes",86,"Yes","Lawyer",1,"High",2,"A"
"Female","Yes",32,"Yes","Homemaker",12,"High",2,"B"
"Male","Yes",28,"Yes","Healthcare",1,"Low",4,"B"
"Female","No",26,"Yes","Homemaker",9,"Low",NA,"B"
"Male","Yes",83,"No","Lawyer",1,"Low",1,"A"
"Male","Yes",61,"Yes","Entertainment",1,"Low",1,"B"
"Male","No",53,"No","Entertainment",1,"Low",NA,"A"
"Male","No",22,"No","Healthcare",0,"Low",5,"B"
"Female","Yes",49,"No","Engineer",6,"Low",2,"A"
"Female","No",25,"No","Artist",1,"Low",3,"B"
"Female","No",31,"Yes","Engineer",0,"Low",1,"A"
"Male","No",25,"No","Healthcare",1,"Low",5,"B"
"Male","No",29,"Yes","Healthcare",9,"Low",6,"B"
"Male","Yes",59,"No","Engineer",0,"Low",1,"A"
"Female","Yes",78,"No","Homemaker",NA,"Low",1,"A"
"Female","No",37,"Yes","Artist",12,"Low",1,"A"
"Male","Yes",30,"No","Artist",0,"Average",2,"A"
"Male","No",40,"Yes","Artist",5,"Low",2,"A"
"Female","No",30,"No","Engineer",1,"Low",5,"B"
"Male","No",22,"No","Healthcare",0,"Low",8,"B"
"Female","Yes",66,"Yes","Lawyer",1,"High",2,"A"
"Male","Yes",67,"Yes","Artist",10,"Low",1,"B"
"Male","Yes",50,"Yes","Artist",1,"Average",3,"A"
"Male","No",27,"No","Healthcare",5,"Low",3,"B"
"Male","No",28,"Yes","Doctor",1,"Low",3,"A"
"Male","No",19,"No","Healthcare",1,"Low",2,"B"
"Male","No",19,"No","Healthcare",0,"Low",4,"B"
"Male","No",25,"No","Doctor",1,"Low",4,"B"
"Male","Yes",36,"Yes","Entertainment",0,"Low",2,"A"
"Female","No",33,"Yes","Healthcare",2,"Low",2,"A"
"Male","No",20,"No","Healthcare",4,"Low",4,"B"
"Male","No",23,"No","Healthcare",0,"Low",5,"B"
"Male","Yes",27,"No","",1,"Average",6,"B"
"Female","No",46,"Yes","Artist",10,"Low",2,"A"
"Female","Yes",74,"No","Lawyer",1,"High",2,"A"
"Male","No",26,"No","Doctor",8,"Low",1,"B"
"Male","Yes",76,"Yes","Artist",NA,"Low",1,"A"
"Male","No",41,"Yes","Artist",1,"Low",3,"A"
"Female","No",32,"No","Marketing",NA,"Low",NA,"B"
"Male","Yes",70,"No","Lawyer",1,"Low",2,"B"
"Female","Yes",39,"Yes","Homemaker",8,"Low",1,"B"
"Female","No",43,"Yes","Artist",0,"Low",1,"A"
"Male","No",19,"No","Healthcare",1,"Low",3,"B"
"Female","Yes",45,"No","Artist",6,"Low",1,"A"
"Female","Yes",39,"","Doctor",2,"Low",1,"A"
"Female","No",35,"Yes","Healthcare",0,"Low",1,"B"
"Male","Yes",53,"Yes","Doctor",0,"Low",3,"A"
"Male","No",21,"No","Healthcare",1,"Low",4,"B"
"Female","No",22,"","Entertainment",0,"Low",3,"A"
"Male","No",31,"Yes","Artist",1,"Low",2,"A"
"Male","No",25,"No","Entertainment",3,"Low",1,"A"
"Male","No",19,"No","Healthcare",1,"Low",4,"B"
"Female","No",35,"Yes","Healthcare",NA,"Low",1,"B"
"Female","No",30,"No","Healthcare",0,"Low",4,"B"
"Female","No",25,"No","Engineer",1,"Low",3,"B"
"Male","Yes",77,"Yes","Lawyer",0,"Low",1,"A"
"Male","Yes",29,"No","Marketing",1,"Low",4,"B"
"Female","No",37,"Yes","Entertainment",1,"Low",2,"B"
"Male","No",28,"Yes","Doctor",0,"Low",1,"B"
"Female","No",35,"No","Engineer",1,"Low",2,"A"
"Male","No",23,"No","Healthcare",1,"Low",3,"B"
"Male","No",18,"No","Healthcare",NA,"Low",NA,"B"
"Male","No",30,"No","Doctor",1,"Low",4,"B"
"Male","No",20,"No","Healthcare",1,"Low",3,"B"
"Female","No",42,"Yes","Engineer",NA,"Low",1,"A"
"Male","No",28,"Yes","Doctor",1,"Low",1,"A"
"Male","Yes",73,"Yes","Lawyer",1,"Average",2,"A"
"Female","Yes",42,"Yes","Artist",9,"Low",1,"A"
"Male","Yes",49,"Yes","Artist",2,"Low",2,"A"
"Male","No",22,"No","Healthcare",NA,"Low",4,"B"
"Female","No",42,"Yes","Engineer",6,"Low",1,"A"
"Female","No",31,"No","Doctor",0,"Low",4,"B"
"Female","No",20,"No","Marketing",1,"Low",3,"B"
"Female","No",31,"No","",1,"Low",4,"A"
"Female","No",65,"No","Lawyer",NA,"Low",1,"B"
"Male","Yes",29,"No","Healthcare",NA,"Low",4,"A"
"Female","Yes",62,"No","Doctor",NA,"Average",5,"A"
"Female","No",28,"Yes","Healthcare",0,"Low",1,"B"
"Female","Yes",49,"No","Engineer",1,"Low",1,"A"
"Male","No",52,"Yes","Artist",0,"Low",1,"A"
"Male","No",23,"No","Healthcare",1,"Low",4,"B"
"Male","No",18,"No","Healthcare",NA,"Low",3,"B"
"Male","Yes",51,"No","Executive",1,"Low",4,"B"
"Male","Yes",27,"No","Executive",10,"High",3,"A"
"Male","No",20,"No","Healthcare",1,"Low",3,"B"
"Female","Yes",63,"No","Engineer",4,"Average",8,"B"
"Female","No",33,"Yes","Engineer",1,"Low",3,"A"
"Male","No",42,"No","Executive",9,"Low",3,"B"
"Female","No",49,"No","Entertainment",1,"Low",2,"A"
"Male","Yes",51,"Yes","Engineer",0,"Low",2,"A"
"Male","Yes",29,"No","Healthcare",0,"Average",4,"A"
"Male","Yes",53,"Yes","Healthcare",NA,"High",2,"B"
"Male","Yes",40,"Yes","",3,"Low",1,"B"
"Female","Yes",29,"No","Engineer",5,"Average",2,"A"
"Female","No",25,"Yes","Healthcare",5,"Low",3,"A"
"Male","No",27,"Yes","Artist",8,"Low",6,"B"
"Male","Yes",51,"No","Entertainment",1,"Average",4,"A"
"Female","No",21,"No","Doctor",0,"Low",3,"B"
"Female","No",28,"Yes","Healthcare",1,"Low",3,"A"
"Male","No",25,"Yes","Artist",7,"Low",1,"A"
"Male","No",20,"No","Healthcare",0,"Low",4,"B"
"Male","Yes",49,"No","Artist",0,"Low",2,"A"
"Female","No",28,"Yes","Artist",NA,"Low",2,"A"
"Male","No",18,"No","Healthcare",2,"Low",4,"B"
"Male","Yes",47,"No","Lawyer",0,"Low",2,"A"
"Female","No",32,"No","Marketing",NA,"Low",1,"B"
"Male","No",28,"No","Healthcare",0,"Low",9,"B"
"Female","No",21,"No","Healthcare",9,"Low",4,"B"
"Male","No",26,"Yes","Healthcare",1,"Low",5,"B"
"Female","No",26,"No","Artist",0,"Low",3,"A"
"Male","No",25,"Yes","Healthcare",0,"Low",3,"B"
"Male","Yes",27,"No","Entertainment",NA,"Average",3,"A"
"Male","Yes",50,"Yes","Entertainment",NA,"Low",4,"B"
"Female","",28,"No","Engineer",0,"Low",4,"A"
"Female","No",39,"Yes","Engineer",1,"Low",1,"A"
"Male","Yes",39,"No","Artist",1,"Average",6,"A"
"Female","Yes",43,"Yes","Marketing",6,"Low",1,"A"
"Female","Yes",31,"No","Marketing",0,"Low",2,"B"
"Female","Yes",38,"Yes","Artist",2,"Low",1,"A"
"Male","Yes",31,"No","Executive",NA,"Average",3,"A"
"Female","Yes",51,"No","Engineer",0,"Low",4,"A"
"Male","No",25,"Yes","Doctor",1,"Low",2,"B"
"Male","Yes",48,"Yes","Entertainment",1,"Low",1,"A"
"Female","",37,"Yes","Doctor",8,"Average",1,"A"
"Male","No",26,"No","Artist",0,"Low",2,"B"
"Male","No",25,"Yes","Artist",1,"Low",4,"A"
"Female","No",36,"Yes","Artist",0,"Low",3,"A"
"Male","No",42,"No","Doctor",0,"Low",1,"B"
"Male","No",19,"No","Healthcare",1,"Low",4,"B"
"Male","Yes",47,"No","Executive",0,"Low",4,"B"
"Female","No",29,"Yes","Doctor",1,"Low",1,"A"
"Female","No",23,"No","Healthcare",0,"Low",4,"B"
"Female","No",21,"No","",1,"Low",4,"B"
"Male","Yes",32,"Yes","Entertainment",9,"High",2,"A"
"Female","No",32,"Yes","Engineer",NA,"Low",9,"B"
"Male","Yes",50,"No","Entertainment",0,"Low",2,"B"
"Male","Yes",52,"Yes","Artist",NA,"Low",4,"A"
"Female","Yes",55,"No","Engineer",1,"Average",7,"A"
"Female","Yes",31,"No","Homemaker",8,"Average",2,"B"
"Male","No",33,"Yes","Healthcare",0,"Low",5,"B"
"Male","No",38,"Yes","Executive",1,"Low",3,"A"
"Female","No",33,"Yes","Entertainment",12,"Low",2,"A"
"Female","No",30,"Yes","Healthcare",2,"Low",5,"B"
"Male","No",18,"No","Healthcare",1,"Low",4,"B"
"Male","No",29,"No","Doctor",1,"Low",4,"B"
"Male","Yes",27,"Yes","Entertainment",0,"Low",4,"B"
"Female","Yes",43,"Yes","Artist",1,"Low",1,"A"
"Male","No",29,"No","Healthcare",1,"Low",3,"B"
"Female","Yes",47,"No","Engineer",8,"Low",1,"A"
"Female","Yes",25,"Yes","Entertainment",0,"Average",2,"A"
"Female","No",41,"Yes","Artist",0,"Low",1,"A"
"Male","No",19,"No","Healthcare",1,"Low",9,"B"
"Female","Yes",49,"No","Engineer",NA,"Average",5,"A"
"Male","Yes",26,"No","Entertainment",0,"High",2,"B"
"Male","No",28,"Yes","Artist",13,"Low",2,"A"
"Male","No",84,"No","Artist",0,"Low",1,"B"
"Male","Yes",81,"No","Lawyer",1,"Low",2,"B"
"Female","No",35,"Yes","Healthcare",1,"Low",1,"B"
"Male","Yes",78,"Yes","Lawyer",0,"Low",5,"A"
"Male","Yes",36,"No","Entertainment",0,"Average",4,"A"
"Male","No",47,"Yes","Marketing",1,"Low",1,"A"
"Male","No",18,"No","Marketing",1,"Low",6,"B"
"Female","No",22,"No","Healthcare",0,"Low",4,"B"
"Male","Yes",30,"No","Homemaker",1,"Average",3,"B"
"Male","No",32,"Yes","Engineer",NA,"Low",3,"B"
"Female","No",40,"Yes","Homemaker",9,"Low",2,"A"
"Male","No",31,"Yes","Healthcare",1,"Low",5,"B"
"Female","No",35,"Yes","Healthcare",3,"Low",6,"B"
"Male","No",40,"Yes","Healthcare",8,"Low",3,"B"
"Female","Yes",63,"Yes","Marketing",0,"Low",2,"B"
"Female","No",50,"No","Artist",0,"Low",NA,"A"
"Female","No",50,"No","Engineer",1,"Low",1,"A"
"Female","No",25,"Yes","Marketing",2,"Low",NA,"A"
"Male","No",19,"No","Healthcare",7,"Low",3,"B"
"Male","No",26,"No","Healthcare",3,"Low",4,"B"
"Female","No",26,"No","Artist",1,"Low",1,"B"
"Male","Yes",39,"Yes","Entertainment",1,"Low",4,"A"
"Female","No",45,"Yes","Artist",2,"Low",1,"A"
"Female","No",30,"Yes","Entertainment",0,"Low",5,"A"
"Male","Yes",48,"No","Executive",5,"High",2,"A"
"Male","Yes",71,"Yes","Entertainment",0,"Low",2,"A"
"Female","No",41,"Yes","Artist",0,"Low",1,"A"
"Female","No",29,"No","Entertainment",0,"Low",NA,"A"
"Male","Yes",49,"No","Entertainment",0,"Low",1,"A"
"Male","No",18,"No","Healthcare",0,"Low",3,"B"
"Male","No",22,"No","Healthcare",NA,"Low",3,"B"
"Female","No",33,"No","Homemaker",8,"Low",1,"B"
"Male","Yes",53,"Yes","Entertainment",1,"Low",3,"A"
"Male","Yes",73,"Yes","Lawyer",0,"High",4,"A"
"Male","Yes",59,"Yes","Artist",0,"Low",2,"A"
"Male","No",38,"Yes","Entertainment",0,"Low",2,"B"
"Female","Yes",83,"Yes","Lawyer",1,"High",2,"A"
"Female","No",22,"No","Healthcare",NA,"Low",4,"B"
"Female","Yes",42,"No","Engineer",1,"Low",3,"A"
"Female","No",18,"No","Healthcare",7,"Low",3,"B"
"Female","No",41,"Yes","Artist",4,"Low",1,"B"
"Male","Yes",27,"Yes","Healthcare",0,"Low",5,"B"
"Female","No",53,"No","Entertainment",1,"Low",1,"A"
"Male","No",18,"No","Doctor",0,"Low",2,"B"
"Male","No",19,"No","Healthcare",2,"Low",4,"B"
"Male","Yes",82,"Yes","Lawyer",5,"High",2,"A"
"Male","No",45,"Yes","Artist",1,"Low",1,"A"
"Male","No",31,"Yes","",6,"Low",1,"B"
"Female","No",18,"No","Healthcare",1,"Low",5,"B"
"Male","Yes",22,"No","Doctor",1,"Low",4,"A"
"Female","No",22,"No","Healthcare",2,"Low",6,"B"
"Female","No",42,"No","Homemaker",8,"Low",1,"B"
"Male","Yes",69,"No","Doctor",1,"Low",1,"A"
"Female","Yes",43,"Yes","Homemaker",8,"High",2,"A"
"Female","Yes",89,"No","Lawyer",3,"High",2,"A"
"Male","Yes",45,"Yes","Entertainment",0,"Average",2,"A"
"Male","No",20,"No","Healthcare",3,"Low",4,"B"
"Female","Yes",51,"Yes","Marketing",9,"Low",1,"A"
"Male","Yes",46,"No","Entertainment",NA,"Low",5,"B"
"Female","No",30,"Yes","Artist",9,"Low",1,"A"
"Male","No",20,"No","Healthcare",1,"Low",3,"B"
"Female","Yes",89,"No","Lawyer",1,"High",2,"A"
"Female","",31,"","Doctor",9,"High",2,"A"
"Male","No",43,"Yes","Executive",1,"Low",4,"A"
"Female","Yes",70,"No","Lawyer",3,"High",2,"A"
"Male","No",35,"Yes","Artist",9,"Low",1,"A"
"Female","Yes",29,"Yes","Healthcare",0,"Low",2,"A"
"Female","No",38,"No","Homemaker",8,"Low",NA,"A"
"Female","Yes",74,"No","Lawyer",1,"Low",1,"A"
"Male","No",23,"No","Marketing",0,"Low",3,"B"
"Male","No",36,"Yes","Artist",9,"Low",3,"A"
"Female","Yes",50,"Yes","Doctor",1,"Low",2,"B"
"Male","No",23,"No","Healthcare",NA,"Low",4,"B"
"Female","No",37,"No","Healthcare",1,"Low",1,"B"
"Female","No",26,"Yes","Healthcare",0,"Low",1,"B"
"Male","Yes",55,"Yes","Entertainment",1,"Low",3,"A"
"Female","Yes",72,"Yes","Lawyer",1,"High",2,"A"
"Male","No",25,"Yes","Artist",1,"Low",5,"B"
"Male","Yes",55,"No","Artist",NA,"Average",2,"A"
"Female","No",28,"No","Engineer",3,"Low",7,"A"
"Male","No",31,"Yes","Doctor",14,"Low",2,"A"
"Female","No",31,"No","Healthcare",1,"Low",3,"B"
"Male","No",43,"Yes","Artist",8,"Low",NA,"A"
"Male","",58,"No","Executive",NA,"High",3,"A"
"Female","No",21,"No","Homemaker",9,"Low",1,"B"
"Female","No",25,"Yes","Entertainment",8,"Low",3,"B"
"Male","No",29,"Yes","Healthcare",0,"Low",4,"A"
"Male","No",21,"No","Healthcare",0,"Low",3,"B"
"Female","No",23,"No","Healthcare",0,"Low",4,"B"
"Male","Yes",65,"No","Artist",0,"Average",2,"A"
"Male","No",42,"No","Entertainment",NA,"Low",3,"B"
"Male","Yes",59,"No","Entertainment",1,"Low",2,"A"
"Male","Yes",18,"No","Executive",NA,"Average",NA,"B"
"Male","Yes",63,"Yes","Executive",0,"High",5,"B"
"Female","No",33,"No","Marketing",NA,"Low",5,"B"
"Male","No",27,"","Doctor",0,"Low",NA,"A"
